Tick,Time,Agent,Intent,Stress,Trust,TaskProgress,Suspect,IsFallback
106,08:00,Dave,DEEP_WORK,3,7.6,20,BOB,False
107,08:30,Mark,DEEP_WORK,9,6.5,37,BOB,False
107,08:30,Dave,DEEP_WORK,2,7.6,39,BOB,False
107,08:30,Alice,DEEP_WORK,5,5.7,40,NONE,True
108,09:00,Mark,DEEP_WORK,8,6.5,55,BOB,False
108,09:00,Alice,DEEP_WORK,4,5.7,58,BOB,False
108,09:00,Dave,DEEP_WORK,10,7.6,56,BOB,False
109,09:30,Dave,DEEP_WORK,4,7.6,71,BOB,False
109,09:30,Mark,DEEP_WORK,9,6.5,76,BOB,False
109,09:30,Alice,DEEP_WORK,5,5.7,82,BOB,False
110,10:00,Alice,DEEP_WORK,3,5.7,100,BOB,False
110,10:00,Mark,DEEP_WORK,9,6.5,91,BOB,False
110,10:00,Dave,DEEP_WORK,6,7.6,94,BOB,False
111,10:30,Dave,DEEP_WORK,1,7.6,100,BOB,False
111,10:30,Mark,DEEP_WORK,9,6.5,100,BOB,False
111,10:30,Alice,SOCIALIZE,8,5.7,100,DAVE,False
112,11:00,Dave,SOCIALIZE,3,7.6,100,BOB,False
112,11:00,Mark,SOCIALIZE,5,6.5,100,BOB,False
112,11:00,Alice,SOCIALIZE,4,5.7,100,BOB,False
113,11:30,Mark,SOCIALIZE,7,6.5,100,BOB,False
113,11:30,Dave,SOCIALIZE,2,7.6,100,BOB,False
113,11:30,Alice,SOCIALIZE,5,5.7,100,BOB,False
